sender,Guatemala,El Progreso,Sacatepéquez,Chimaltenango,Escuintla,Santa Rosa,Sololá,Totonicapán,Quetzaltenango,Suchitepéquez,Retalhuleu,San Marcos,Huehuetenango,Quiché,Baja Verapaz,Alta Verapaz,Petén,Izabal,Zacapa,Chiquimula,Jalapa,Jutiapa
United States of America,371615,28716,24618,39615,98144,47365,25422,39853,131630,63663,49808,163541,146840,61552,48808,71050,58998,68960,58754,73563,47454,86170
